100000000000~110000000000','115000000000','120000000000','120700000000','120800000000','121400000000','121700000000','130000000000','135000000000','139000000000','139600000000','140000000000','150000000000','160000000000','170000000000','179500000000','179700000000','180000000000','190000000000~
110000000000~110100000000','110200000000','110300000000','110400000000~
110100000000~~
110200000000~110201000000','110202000000','110203000000~
110201000000~~
110202000000~~
110203000000~~
110300000000~110301000000','110303000000','110390000000~
110301000000~~
110303000000~~
110390000000~~
110400000000~110403000000','110404000000','110405000000','110411000000','110490000000~
110403000000~~
110404000000~~
110405000000~~
110411000000~~
110490000000~~
115000000000~115001000000','115002000000','115090000000~
115001000000~~
115002000000~~
115090000000~~
120000000000~120100000000','120200000000','120300000000~
120100000000~120101000000','120102000000','120103000000','120104000000~
120101000000~120101010000','120101020000','120101030000','120101040000~
120101010000~120101010100','120101010200~
120101010100~~
120101010200~~
120101020000~120101020100','120101020200~
120101020100~~
120101020200~~
120101030000~120101030100','120101030200~
120101030100~~
120101030200~~
120101040000~120101040100','120101040200~
120101040100~~
120101040200~~
120102000000~120102010000','120102020000','120102030000~
120102010000~~
120102020000~~
120102030000~~
120103000000~120103010000','120103020000','120103030000','120103040000~
120103010000~~
120103020000~~
120103030000~~
120103040000~~
120104000000~120104010000','120104020000','120104030000','120104040000~
120104010000~120104010100','120104010200~
120104010100~~
120104010200~~
120104020000~120104020100','120104020200~
120104020100~~
120104020200~~
120104030000~120104030100','120104030200~
120104030100~~
120104030200~~
120104040000~120104040100','120104040200~
120104040100~~
120104040200~~
120200000000~120201000000','120202000000','120203000000','120204000000~
120201000000~120201010000','120201020000','120201030000','120201040000~
120201010000~120201010100','120201010200~
120201010100~~
120201010200~~
120201020000~120201020100','120201020200~
120201020100~~
120201020200~~
120201030000~120201030100','120201030200~
120201030100~~
120201030200~~
120201040000~120201040100','120201040200~
120201040100~~
120201040200~~
120202000000~120202010000','120202020000','120202030000~
120202010000~~
120202020000~~
120202030000~~
120203000000~120203010000','120203020000','120203030000','120203040000~
120203010000~~
120203020000~~
120203030000~~
120203040000~~
120204000000~120204010000','120204020000','120204030000','120204040000~
120204010000~120204010100','120204010200~
120204010100~~
120204010200~~
120204020000~120204020100','120204020200~
120204020100~~
120204020200~~
120204030000~120204030100','120204030200~
120204030100~~
120204030200~~
120204040000~120204040100','120204040200~
120204040100~~
120204040200~~
120300000000~120304000000','120305000000','120306000000','120307000000~
120304000000~120304010000','120304020000','120304030000~
120304010000~120304010100','120304010200~
120304010100~~
120304010200~~
120304020000~120304020100','120304020200~
120304020100~~
120304020200~~
120304030000~120304030100','120304030200~
120304030100~~
120304030200~~
120305000000~120305010000','120305020000','120305030000~
120305010000~~
120305020000~~
120305030000~~
120306000000~120306010000','120306020000','120306030000~
120306010000~~
120306020000~~
120306030000~~
120307000000~120307010000','120307020000','120307030000~
120307010000~120307010100','120307010200~
120307010100~~
120307010200~~
120307020000~120307020100','120307020200~
120307020100~~
120307020200~~
120307030000~120307030100','120307030200~
120307030100~~
120307030200~~
120700000000~~
120800000000~~
121400000000~121406000000','121407000000~
